locus_tag,gene, protein_length, gene_length
new36487473649980,S1359, ,1234
new551074551518,S176, ,445
new31355043135638c,S1170, ,135
BSU30240,bioW,259,777
BSU23840,rnz,307,924
new27736472773762,S1021, ,116
new15121931512258c,S523, ,66
new843997844071c,S270, ,75
new738983739575,S240, ,593
BSU09120,dgcK,359,1080
new33012553301382c,S1238, ,128
BSU36440,ywoH,137,414
BSU24880,yqgO,57,174
BSU22760,hepS,251,756
BSU33710,opuBC,306,921
BSU08080,acoC,398,1197
BSU20610,yoqJ,171,516
BSU21620,yokE,160,483
BSU34520,cotQ,447,1344
BSU34310,epsG,367,1104
BSU10720,gerPA,73,222
new32534493253528c,S1213, ,80
BSU25180,trmK,216,651
BSU12970,ykfA,319,960
new11320731132144c,S377, ,72
BSU23880,mifM,95,288
BSU00220,yaaL,74,225
new17697951769934,S608, ,140
BSU34730,yvcN,254,765
BSU27690,yrzE,150,453
BSU03160,ycgJ,253,762
BSUmiscRNA42,BSUmiscRNA42, ,233
BSU27400,reoM,88,267
new920382920473,S287, ,92
BSU19860,yotJ,70,213
BSU32970,yusY,96,291
new41592204159541,S1556, ,322
BSU40660,yybF,404,1215
BSU13760,ykvN,118,357
BSU19980,yosW,113,342
BSU00540,fin,76,231
BSU19250,yocL,110,333
BSU32050,yuiE,500,1503
BSU31321,mstX,110,333
new16581041658193,S576, ,90
BSU01230,rplP,144,435
new12330961233397,S414, ,302
BSUtRNA25,trnI-Gly, ,75
BSU35679,yvzH,27,84
new31333913134939c,S1169, ,1549
new478812478943,S141, ,132
new36655333665628,S1362, ,96
BSU29630,refZ,207,624
BSU19190,desK,370,1113
new12628961264544,S430, ,1649
new27558362755986,S1016, ,151
BSU35340,fliD,498,1497
new10419301041993,S338, ,64
BSU19520,yojA,444,1335
new14212041422144c,S484, ,941
new28227712822861c,S1045, ,91
BSU08180,malA,449,1350
new33286733328761,S1250, ,89
BSU10800,bstH,159,480
new13698681371036,S465, ,1169
BSU40070,gntP,448,1347
BSU22650,trpF,215,648
BSU19990,yosV,96,291
BSU22300,yppC,320,963
BSU34000,yvbV,305,918
BSU35110,yvlC,65,198
new15657371565848,S545, ,112
BSU14330,yknV,604,1815
BSU34960,yvoF,172,519
new7119071799c,S37, ,610
BSUtRNA28,trnI-Ala, ,76
BSU25730,yqeC,297,894
new26478632648916,S969, ,1054
BSU14260,mobA,199,600
BSU11390,appB,317,951
new36471093647701c,S1358, ,593
new372628372770c,S124, ,143
new972833973008c,S313, ,176
new13530081353079,S460, ,72
BSU36630,ywnA,133,402
BSU06610,pcrA,739,2220
BSU39220,wapI,142,429
BSU10960,yitE,209,630
BSU24280,yqiD,296,891
BSU33180,yvrC,314,945
new438353438419c,S131, ,67
new12701271270583c,S438, ,457
new278308278376,S96, ,69
BSU03890,gabR,479,1440
BSU09220,yhcU,131,396
BSU13620,mtnD,178,537
BSUmiscRNA76,srdFi, , 
new327480327617,S108, ,138
BSU14980,ylbE,79,240
BSU05620,ydgF,458,1377
BSU06390,yebD,55,168
BSU01890,ybcL,390,1173
BSU29100,phoR,579,1740
BSUncRNA2,auzJ, , 
new515108515709,S161, ,602
new37191733720884,S1390, ,1712
BSU32080,yuiB,106,321
new681122681254c,S226, ,133
BSU08150,yfjC,255,768
BSUmiscRNA36,BSUmiscRNA36, ,145
BSU25140,cshB,438,1317
BSU18720,yoaR,303,912
BSU05410,ydfH,407,1224
BSU25700,yqeF,243,732
BSU33910,pgm,511,1536
BSU35980,ywsA,98,297
BSU23870,polY1,414,1245
BSU32610,frlB,328,987
BSU30310,ytwF,103,312
new353869356316,S120, ,2448
BSU00650,yabS,245,738
BSU01410,rpsM,121,366
BSU03870,ycnE,95,288
BSU23460,spoIIAB,146,441
BSU18910,rapK,371,1116
BSU15460,ylyB,303,912
new37625833762663,S1410, ,81
BSU01500,rpsI,130,393
BSU22280,yppD,81,246
new25890462589122,S940, ,77
BSUmiscRNA56,BSUmiscRNA56, ,236
BSU26710,azlC,254,765
new25496072549677c,S922, ,71
new38046843804986c,S1436, ,303
BSU27470,yrrD,174,525
BSU32510,pucA,330,993
BSUmiscRNA47,BSUmiscRNA47, ,131
BSU13860,papB,363,1092
BSU25530,spoIIP,401,1206
new11258431126369,S372, ,527
BSUtRNA4,trnY-Lys, ,76
BSU03850,ycnC,292,879
BSU39470,sndB,380,1143
new505044505113,S152, ,70
BSU25900,cwlA,272,819
BSU40280,yycO,245,738
new34506053450670c,S1285, ,66
BSUtRNA53,trnB-Thr, ,76
BSU17560,ynaI,156,471
BSU22350,dnaD,232,699
BSU22600,aroE,428,1287
BSU00840,mcsA,185,558
BSU20420,yorD,104,315
BSU15500,pyrC,428,1287
new12983391298611,S451, ,273
BSU03930,gdh,261,786
new844073844595c,S271, ,523
BSU06210,ydjI,323,972
BSU18898,yozW,57,174
BSU11660,tenI,205,618
new12214871221593,S407, ,107
BSU04630,ssdC,338,1017
BSU37560,thrZ,638,1917
BSU40430,yycE,139,420
new29318892933301c,S1083, ,1413
BSU21710,ypnP,445,1338
new846186849552,S272, ,3367
BSU28210,lonB,552,1659
BSU38680,yxlD,68,207
BSUmiscRNA8,BSUmiscRNA8, ,101
BSU32469,yuzJ,43,132
new15177921517864,S525, ,73
BSU26900,yraL,87,264
BSU27060,levE,162,489
BSU20860,aimR,386,1161
BSU18240,yngH,444,1335
BSU34550,pgcM,226,681
new14377281437978c,S492, ,251
BSU34540,clpP,197,594
BSUmiscRNA89,surX, , 
BSU04640,alr,389,1167
BSU17120,pksE,767,2304
BSU13570,mtnU,259,780
new38073763807735c,S1437, ,360
new25875812588011,S939, ,431
new26411952642042c,S963, ,848
BSU16560,rasP,422,1269
BSU00230,bofA,87,264
BSU26820,yrpD,235,708
BSU25290,era,301,906
new108559108673,S45, ,115
BSU29130,icd,423,1272
BSU38710,yxlA,457,1374
BSU24890,yqgN,187,564
BSU33810,opuCC,303,912
BSU18810,yobA,120,363
new26473552647455,S966, ,101
BSU00050,remB,81,246
BSU18170,yngA,148,447
BSU23390,spoVAF,493,1482
BSU25050,yqgA,142,429
BSU05140,ydzE,78,237
BSU03100,ycgG,253,762
BSU38160,qoxB,649,1950
BSU24860,yqgQ,71,216
BSU08950,yhbE,237,714
new41997334199799c,S1575, ,67
BSU36870,atpB,244,735
BSU16190,flgC,150,453
BSU38310,ywbI,301,906
BSU12330,yjmD,339,1020
BSU08250,yfiF,314,945
new10532541053359c,S343, ,106
BSUtRNA43,trnD-Leu1, ,89
new25861072586175c,S936, ,69
new25376142537688c,S919, ,75
BSUtRNA55,trnB-Leu1, ,87
new29898052989899c,S1108, ,95
BSU05099,ydzM,58,178
new20997912099863c,S741, ,73
BSU26220,yqaQ,151,456
BSU41000,gidB,239,720
new39264003926681c,S1476, ,282
BSU07260,yfnI,639,1920
BSU11700,thiF,336,1011
BSU06460,purS,84,255
BSU01830,ndhF,505,1518
new25704902570556c,S932, ,67
new19265871926679,S668, ,93
BSU40320,rocF,296,891
BSU12830,spoIISA,248,747
BSU17390,nrdF,329,990
BSU27460,glnP,218,657
BSU40950,yyaC,205,618
BSU36640,ureC,569,1710
BSU38150,qoxC,204,615
BSU12140,yjgA,132,399
new5155851679,S28, ,122
BSU35698,yvzI,68,207
BSU18870,yozI,121,366
BSU12680,xkdO,1332,3999
BSU22580,reoY,179,540
BSU23310,sipS,184,555
BSU10440,yhjA,89,270
BSU29010,speD,126,381
BSU30300,melA,432,1299
BSU20350,yorK,576,1731
BSU19890,yotG,105,318
BSU22970,ypbH,194,585
BSUrRNA10,rrnW-23S, ,2928
new39667783967943c,S1484, ,1166
BSU00810,yacF,333,1002
BSUtRNA1,trnY-Phe, ,73
BSU27090,aapA,462,1389
BSU27360,trmR,217,654
BSUmiscRNA69,fsrA, , 
new40844244084730,S1527, ,307
BSU17080,pksA,205,618
BSUtRNA72,trnB-Glu, ,72
new23475172347578c,S847, ,62
BSU25560,holA,347,1044
new23629652363044c,S854, ,80
new24450362445093c,S889, ,58
BSU40600,yybL,236,711
BSU14060,fadH,254,765
BSU23837,rpmGCn, , 
BSU02190,ybfF,303,912
BSU27210,yrhF,122,369
BSU06070,ydiP,389,1170
BSUtRNA86,trnSL-Ala1, ,73
BSU08530,yfhH,104,315
BSU27840,safA,387,1164
BSUmiscRNA59,BSUmiscRNA59, ,207
BSU14160,ykuO,297,894
new23161112316182c,S833, ,72
BSU40579,yyzL,49,150
BSU33480,bdbD,222,669
BSU37150,pyrG,535,1608
BSU27600,rel,734,2205
new465941466041,S137, ,101
BSU31380,yuzA,78,237
BSU21409,BSU21409, , 
new864500865153,S276, ,654
BSU25690,sda,52,159
BSUmiscRNA50,BSUmiscRNA50, ,139
BSU20230,yorW,121,366
BSUtRNA47,trnS-Glu, ,72
new12608061262335,S428, ,1530
BSU27290,yrzA,67,204
BSU23610,nudF,185,558
new368894371728c,S122, ,2835
BSU18596,BSU18596, , 
BSU26760,yrdC,187,564
new953026953194,S307, ,169
BSU10350,yhfS,364,1095
BSU36240,ptpZ,254,765
BSU23000,ypbE,240,723
new11902341190430c,S397, ,197
BSU19160,yocC,165,498
BSU37000,prmC,288,867
BSU00900,ispD,232,699
new17459191745990,S599, ,72
new3007630278,S19, ,203
BSU22130,kduI,275,828
BSU09259,yhzG,63,192
new31825913182678c,S1183, ,88
BSU26290,yqaJ,319,960
BSU40490,yycA,685,2058
new33083693308785,S1244, ,417
BSU23450,sigF,255,768
BSU19230,azoR1,208,627
new30323703032416c,S1128, ,47
new26476152647861,S967, ,247
BSU17679,BSU17679, , 
new18814061881535,S627, ,130
BSU18820,yobB,87,264
BSU37420,albF,426,1281
BSU27120,sigV,166,501
BSU09480,yhdI,469,1410
BSU05100,yddT,228,688
new22102042210330c,S787, ,127
BSU10500,yhjG,499,1500
BSU11800,yjcB, , 
BSU11290,yjaV,185,558
new20998652099968c,S742, ,104
new35125013513571,S1310, ,1071
BSU40090,ahpC,187,564
BSU36570,ywnG,172,519
BSU04150,ycsN,300,903
new40041354004219c,S1500, ,85
BSU09690,nhaX,166,501
new21003912100457c,S743, ,67
new653813654070,S211, ,258
BSU21770,ilvA,422,1266
BSUrRNA11,rrnW-5S, ,119
BSU32490,pucC,277,834
BSU03950,ycnJ,541,1626
BSU23060,ypzE,54,165
BSU08130,yfjE,152,459
BSUtRNA10,trnSL-Met1, ,77
BSU22000,sspL,42,129
BSUmiscRNA23,BSUmiscRNA23, ,121
BSU18320,ppsC,2555,7668
new2253123167,S15, ,637
BSU24790,yqgX,211,636
BSU27700,yrbF,89,267
BSU11630,prpE,244,735
BSU05330,aseR,111,336
BSU38530,dltD,392,1179
new10979521098088c,S362, ,137
new41696134169943c,S1563, ,331
BSU20560,yoqO,124,375
BSU33600,smpB,156,471
new12789461279513c,S443, ,568
BSU10070,sndC,396,1191
new5619356304,S33, ,112
BSU06590,yerD,525,1578
BSU03720,gerKB,373,1122
new559146559263,S179, ,118
BSU28100,ysxE,341,1026
BSU00730,cysK,308,927
BSU06220,ydjJ,341,1026
BSU24420,spoIIIAB,171,516
BSU21600,yokG,357,1074
BSU04940,conE,797,2394
new34642103464288,S1293, ,79
new37483363748420c,S1405, ,85
new12056581206260c,S400, ,603
BSU39830,yxcA,83,252
BSU38660,yxlF,295,888
new975132975230,S314, ,99
BSU19000,yobL,600,1803
BSU22530,ypjA,185,558
new19196931919828,S660, ,136
BSU28150,hemC,314,945
BSU17850,lexA,205,618
BSU39120,yxiM,382,1149
BSU03170,ycgK,324,975
BSU08000,yfjQ,319,960
BSUrRNA17,rrnD-23S, ,2928
BSU35460,comFB,98,297
BSU40139,yyzN,52,159
BSU06850,yeeK,145,438
new35421443542334,S1315, ,191
BSU26380,yqaB,172,519
BSU00790,folK,167,504
BSU01990,ybdG,325,978
BSU20890,yopH,178,537
BSUtRNA61,trnB-Met1, ,77
new11607561162206,S389, ,1451
BSU39400,pdp,433,1302
BSU20370,yorI,504,1515
BSU06290,yeaA,329,990
BSU27870,nadB,531,1596
BSU12440,phrA,44,135
BSU24700,comGD,143,432
new37694543769625c,S1415, ,172
BSU02850,znuA,319,960
BSU06480,purL,742,2229
BSU35490,degU,229,690
BSU22380,tseB,161,486
BSU35670,gtaB,292,879
BSU06110,ydjA,465,1398
new21380412139052,S758, ,1012
BSU28590,polX,570,1713
BSU37380,albB,53,162
new11307051131082,S375, ,378
BSU22169,ypzG,50,153
BSU06760,dnmA,879,2640
BSU02740,natR,233,702
new22030002203110c,S781, ,111
new24213442421437c,S880, ,94
BSU27340,yrrO,422,1269
BSU41040,yidC1,261,786
BSU12990,ykfC,296,891
new12790221279523,S444, ,502
BSU05120,cspC,66,201
BSU33390,yvgM,227,684
BSU08480,yfhC,194,585
new176926177082,S66, ,157
BSU15180,murE,494,1485
BSUmiscRNA49,BSUmiscRNA49, ,215
BSU34160,ganS,421,1266
BSU22560,qcrA,167,504
BSU25460,dnaJ,375,1128
new34816243481697c,S1301, ,74
BSU27900,pheA,285,858
new28021222802357,S1041, ,236
new16339631634060,S570, ,98
new32979203297994c,S1232, ,75
BSU29679,ytzK,47,144
new17749651775066,S610, ,102
BSU15950,ftsY,329,990
BSU04540,ydbO,290,873
BSU16060,rnhB,255,768
BSU15220,murG,363,1092
BSU36060,cotH,362,1089
BSU40370,walJ,264,795
BSU25920,yqxG,297,894
BSU11130,ipi,119,360
BSU25710,cwlH,250,753
BSU30920,cotI,357,1074
new28445742844638c,S1055, ,65
BSU00710,yacC,291,876
BSU15520,pyrAB,1071,3216
new4847448554,S26, ,81
BSU19340,yocR,445,1338
BSU37230,ywjA,575,1728
new28792052879294c,S1063, ,90
BSU29239,ytrH,113,342
BSU18220,yngF,260,783
BSU03710,gerKC,407,1224
BSU15300,bpr,1433,4302
new713536713956c,S233, ,421
BSU12700,xkdQ,325,978
BSU17800,yndJ,546,1641
BSU18850,yobD,112,339
BSU18270,ynzE,101,306
new22959442297045,S820, ,1102
new37982093798320c,S1433, ,112
BSU35060,cypX,405,1218
new38123013812488c,S1441, ,188
new945324945415,S302, ,92
BSU35890,capC,149,450
new35742473574338c,S1325, ,92
BSU40180,epeX,49,150
BSU34250,epsL,202,609
BSU38440,ywaF,237,714
new34878183487895c,S1304, ,78
BSU03140,tmrB,197,594
BSUtRNA81,trnQ-Arg, ,76
new34813823481622c,S1300, ,241
BSU00570,yabM,532,1599
BSU13460,rsgI,381,1146
BSU16410,flhG,298,897
new28404322840765c,S1051, ,334
new14353831435605c,S491, ,223
BSU14190,ykuR,374,1125
BSU28820,ysdC,361,1086
new25227742522859c,S915, ,86
new36939073693970c,S1379, ,64
BSU35810,gerBB,368,1107
new41096764109842,S1538, ,167
BSU37340,ywiB,142,429
BSU16090,sucC,385,1158
BSU32750,metN,341,1026
BSU34590,mdxG,278,837
BSU26720,azlB,157,474
new17657481765813,S605, ,66
BSU24900,rpmGA,49,150
new11075621107672,S364, ,111
BSU00140,dck,217,654
BSU01140,ybaC,318,957
BSU24470,yqhS,148,447
new28696312869739c,S1062, ,109
new35468613547259,S1319, ,399
new31367123136937c,S1172, ,226
new38612233861307c,S1457, ,85
new21915562193247c,S775, ,1692
BSU07640,yflL,91,276
BSU23830,yqjL,253,762
BSU21170,yomZ,131,396
BSU09830,yhaX,288,867
BSU01820,adaB,179,540
new29151492915261c,S1079, ,113
BSU31360,yugK,390,1173
new2245222529,S14, ,78
BSU25860,yqcG,531,1596
BSU25930,yqcE,54,165
BSU26040,yqbN/2,146,438
BSU23810,yqjN,547,1644
BSU01450,ybxA,281,846
BSU17950,yneJ,163,492
BSU33630,secG,76,231
new41440794144300c,S1551, ,222
BSU19730,yodS,229,690
BSU09860,khtT,165,498
BSU36730,ywmD,224,675
BSU04040,ycsE,249,750
BSU14420,ykoA,89,270
BSU05840,gmuD,465,1398
new14836711483955,S513, ,285
BSU37770,rocB,566,1701
new31361193136205c,S1171, ,87
BSU12210,yjiB,396,1191
new14478931448237c,S501, ,345
new449651449723,S132, ,73
BSU07400,yfmO,396,1191
BSU20410,yorE,123,372
BSU31620,mrpC,113,342
new936766937078,S298, ,313
BSU35530,tagO,358,1077
BSU05030,yddM,313,942
BSU33070,gerAC,373,1122
BSU04610,ydcA,199,600
BSU32980,yusZ,280,843
BSU07660,yflJ,45,138
BSU03080,ycgE,155,465
new14299671430160c,S487, ,194
BSU39500,yxeM,264,795
BSU33550,yvaC,631,1896
BSU39170,yxzG,150,453
BSU37060,tdk,195,588
new24321722432238c,S883, ,67
BSU28060,spoIIB,332,999
BSU26500,yrkI,75,228
BSU20640,yoqG,85,258
BSU03470,hxlR,120,363
BSU30210,bioD,231,696
BSU11970,yjcS,105,318
BSU11980,yjdA,251,756
new40938384093937c,S1532, ,100
BSU04410,ydbB,113,342
BSU17960,yneK,142,429
BSU40810,yyaM,305,918
BSU24300,yqiB,448,1347
BSU25010,yqgE,430,1293
BSU14940,ylbA,120,363
new502632502875,S151, ,244
BSU08780,ygaJ,230,693
BSU19040,csaA,110,333
BSU31850,yueC,151,456
BSU38630,katX,547,1644
new40408764040985c,S1516, ,110
new16439101644485c,S572, ,576
BSU36760,murAA,436,1311
new27122432712576c,S991, ,334
BSU29470,ackA,395,1188
BSU34020,yvbX,344,1035
new838921839051c,S264, ,131
BSU05460,ydfL,270,813
BSU36150,ywqN,181,546
new37916493791748c,S1429, ,100
new26001562602305,S951, ,2150
BSU37400,albD,436,1311
BSU20250,mtbP,443,1332
BSU30700,rpmEB,82,249
BSU09190,yhcR,1217,3654
new27808942780990c,S1030, ,97
BSU40830,yyaK,299,900
BSU24560,gcvPA,448,1347
BSU15390,sepF,149,450
BSU39350,hutH,508,1527
BSU29950,ytlQ,304,915
BSU06780,yeeC,382,1149
BSU25780,arsC,139,420
BSU11160,yitW,102,309
BSU10280,yhfM,131,396
new22130792214861,S790, ,1783
BSU34320,epsF,384,1155
BSU01720,ybbK,151,456
BSU21460,bdbA,137,414
BSU05360,ydfC,306,921
BSU21400,yomD,274,825
BSU17970,cotM,130,393
new18948961895211,S636, ,316
BSU24230,spoIVB,426,1281
BSU34130,ganA,687,2064
BSU03690,gerKD,73,222
BSU40680,yybD,147,444
new32997013300252,S1237, ,552
BSU10770,wprA,894,2685
BSU23660,yqkB,107,324
new21572332157340c,S764, ,108
BSU00980,sigH,218,657
new23524672352591c,S851, ,125
BSU07820,treR,238,717
BSU25170,yqfO,373,1122
BSU26830,zinT,251,756
new37470923747171c,S1404, ,80
BSU37970,ung,225,678
BSU00310,holB,329,990
BSU16290,flgE,264,795
BSU30900,cotS,351,1056
BSU16450,cheC,209,630
BSU10310,yhfO,149,450
BSU18709,yozT,79,240
BSU00380,metS,664,1995
BSU38650,yxlG,259,777
new886682886774c,S282, ,93
BSUCDS3119273,ytrG,46,138
BSU04820,immR,127,384
BSU24680,comGF,127,384
new33554863355592c,S1257, ,107
BSU11381,appA/1,154,465
BSU01370,adk,217,654
BSUmiscRNA6,BSUmiscRNA6, ,248
BSU17310,ymaG,91,276
BSU12570,xtmA,265,798
BSU31959,ybdZ,69,210
BSU09330,yhcZ,214,645
BSU20920,yopE,83,252
new10387611038814,S335, ,54
BSU14030,ykuC,430,1293
BSU01910,skfA,55,168
BSUmiscRNA19,BSUmiscRNA19, ,113
BSU11450,oppC,305,918
BSU23720,yqzH,68,207
new15270181527086c,S530, ,69
BSU28690,glcF,444,1335
BSU22750,menH,233,702
BSUmiscRNA44,BSUmiscRNA44, ,223
BSU27785,yrzF,215,648
BSU04200,ydaE,167,504
new432271432371,S130, ,101
BSU21760,ypmP,83,252
BSU29050,ytbE,280,843
BSU05900,thiL,325,978
new22622682262436,S805, ,169
BSU02619,yczK,58,177
BSU15040,ylbK,260,783
BSU03040,amyE,660,1980
BSU02270,pssA,177,534
BSU18030,tlp,83,252
BSU08410,yfiV,160,483
BSU01670,amiE,441,1326
BSU34890,hisH,212,639
BSU05630,bstG,172,519
BSU22610,tyrA,371,1116
new352793352857,S119, ,65
BSU37370,albA,448,1347
BSUrRNA15,rrnI-5S, ,117
BSU37180,fadF,705,2118
BSU06470,purQ,227,684
new28431112843532,S1054, ,422
BSU35170,uvrB,661,1986
new511038511105,S158, ,68
BSU28190,ysxC,195,588
new24542652454346c,S892, ,82
new11511211151285,S385, ,165
BSU02900,yceD,193,582
new655138655222,S213, ,85
BSU29550,ytcJ,529,1590
BSU29805,sftA,952,2859
BSU35580,tuaD,461,1386
BSU17270,pghC,235,708
BSU05710,ydhD,420,1263
BSU40650,yybG,279,840
BSU34670,yvdA,197,594
BSU02030,prkD,256,771
new19121421913240c,S651, ,1099
new41980714198574,S1574, ,504
BSU20780,yopS,74,225
new27793862779461c,S1028, ,76
BSU26780,bstE,167,504
BSU22770,mtrB,75,228
BSU05520,ydzH,78,237
BSU09410,phoA,461,1386
BSU25320,yqfG,157,474
BSU01845,ybcC,871,2616
BSU28790,araB,560,1683
BSUtRNA76,trnSL-Thr1, ,73
BSU19330,sodF,281,846
BSU02330,ybfQ,322,969
BSU31080,bslA,181,546
BSU36690,rapB,377,1134
BSU38600,licR,641,1926
BSUmiscRNA43,ldlU, , 
BSU20010,yosT,149,450
new38300023830131c,S1448, ,130
BSU11809,yjcZ,49,150
BSU35360,hag,304,915
BSU05250,ydeM,141,426
new31540773154734c,S1178, ,658
BSUtRNA51,trnS-Leu2, ,87
BSU06920,yesJ,180,543
BSU26410,yrkR,139,417
new16553751655445,S573, ,71
BSU15340,ylmA,264,795
new27520642752166c,S1015, ,103
new29304732930793c,S1081, ,321
BSUmiscRNA63,BSUmiscRNA63, ,103
BSU31110,yubF,87,264
new34103793410465,S1278, ,87
BSU05910,tsaE,158,477
BSU18000,citB,909,2730
BSU29060,ytaG,197,594
BSU04580,cshA,511,1536
BSU40300,rapG,365,1098
BSU03540,ycxB,185,558
BSUmiscRNA11,Thi-box, ,108
BSU20540,yoqR,118,357
new27354572735681c,S1004, ,225
BSU20820,yopO,70,213
BSUmiscRNA10,BSUmiscRNA10, ,103
new19404121941158c,S675, ,747
BSU02090,ybxI,267,804
new24503262450402c,S891, ,77
BSU35630,lytB,705,2118
BSU06560,yerA,580,1743
BSU36079,BSU36079, , 
new41210824121165c,S1541, ,84
BSU35250,ftsX,296,891
BSU35520,tagV,391,1176
BSU13560,mtnK,399,1200
new18841691884237,S628, ,69
BSU17470,ynxB,96,291
new19294101929480,S669, ,71
BSU17640,yncD,394,1182
BSU12020,manA,315,948
BSU28870,infC,173,522
BSU13040,hmp,399,1200
BSU12420,yjoB,423,1272
BSU40160,epeP,252,759
BSU35690,ggaA,446,1341
new11212671121506,S369, ,240
BSU17040,mutS,858,2577
new41049004105513,S1535, ,614
BSU40760,yyaP,188,567
new226436226565,S80, ,130
BSU23370,ypuA,290,873
BSU18730,yoaS,160,483
BSU04380,ydaT,150,453
BSU26000,yqbR,87,264
BSU14568,BSU14568, , 
BSU30820,menD,580,1743
BSUncRNA1,aimX, , 
new24179042417983c,S879, ,80
BSU26150,yqbD,322,969
new39185193918628c,S1473, ,110
BSU07300,yfnE,392,1179
new40627134063346,S1520, ,634
new36814973681845c,S1376, ,349
BSU11910,yjcM,409,1230
BSU30370,bceB,646,1941
new28925502894991,S1070, ,2442
BSU02420,glnT,478,1437
new28410212841168,S1053, ,148
new31832173183608,S1184, ,392
BSU29740,ccpA,334,1005
new600145600228c,S194, ,84
new38520703852185c,S1453, ,116
new275603275837,S95, ,235
BSU18340,ppsA,2561,7686
BSU31350,pgi,451,1353
BSU39030,yxiT,80,243
BSU29390,snaA,178,537
BSU36830,atpA,502,1509
new25256152525743c,S916, ,129
BSU13050,ykzH,74,225
BSU17490,ynzG,83,252
BSU04590,ydbS,159,480
BSU02630,tatAD,70,213
BSU36540,ywnJ,140,423
BSU20050,yosQ,173,522
BSU36330,ywpF,136,411
new32247523224810,S1199, ,59
BSU18109,ynfCc, , 
BSU03030,ycgB,193,582
BSU29210,accD,290,873
new25999262600047c,S948, ,122
BSU07030,yesU,220,663
BSU10130,hemH,310,933
BSUmiscRNA3,BSUmiscRNA3, ,141
BSU31260,mcpB,662,1989
BSU11270,yjzD,61,186
BSU07600,yflP,319,960
BSU39139,yxzJ,43,132
BSU10930,yitB,236,711
BSU31490,pbpD,624,1875
BSU00370,abrB,96,291
new10751651075252c,S355, ,88
new26000492600188c,S949, ,140
BSU15540,pyrD,311,936
BSU24750,yqhB,442,1329
BSU12160,forC1,985,2958
new347027347149,S116, ,123
new24095652409634,S873, ,70
BSU06559,yezF,75,228
new36497313649813c,S1360, ,83
new13984131398495,S476, ,83
new20757802076111,S724, ,332
BSU00940,cysS,466,1401
BSU40530,cotF,160,483
BSU21160,yonA,156,471
BSU20280,yorR,165,498
BSU11590,yjbL,122,369
BSU35390,yviE,191,576
BSU05440,nap,300,903
new20494542050111,S706, ,658
new22287232229384,S802, ,662
BSU37800,sivA,154,465
BSU40021,yxaK,134,405
BSU10810,yisP,274,825
BSU25350,yqfD,398,1197
BSU09260,yhxA,450,1350
BSU18970,yobI,1201,3606
BSU34190,lutP,563,1692
new29615052961585c,S1090, ,81
BSU05990,tatCY,254,765
BSU23330,ypuC/2,96,288
BSU36120,ywrB,197,594
BSUtRNA7,trnSL-Ser1, ,93
new32364753237156,S1207, ,682
new654693655136,S212, ,444
BSU38750,cydB,338,1017
new41228504123061c,S1542, ,212
BSU37480,ywhH,157,474
BSU05109,ydzN,61,186
BSU07860,yfkL,396,1191
BSU08200,malP,527,1584
new21936622194052c,S776, ,391
new25162012516406,S911, ,206
new36347933634897c,S1351, ,105
BSU19220,recQ,591,1776
BSU28310,ilvB,574,1725
BSUmiscRNA73,ncrF, , 
BSU34180,lutR,219,660
BSU33290,fhuC,269,810
BSU28460,yslB,148,447
BSU09070,yhcG,232,699
BSU01050,rplL,123,372
BSU35720,tagF,746,2241
new344370344497,S115, ,128
BSU18310,ppsD,3603,10812
new20288112029019,S692, ,209
BSU05270,ydzF,109,330
BSU07490,fecF,266,801
BSU01130,tufA,396,1191
BSU23100,sigX,194,585
BSU15510,pyrAA,364,1095
BSU12590,xkdE,495,1488
BSU17510,ynaC,263,792
BSU18330,ppsB,2560,7683
BSU16260,ylxF,204,615
BSUrRNA16,rrnH-16S, ,1554
BSU09430,citR,291,876
new28693072869365c,S1061, ,59
BSU10020,serC,359,1080
BSU01220,rpsC,218,657
BSU35990,ywrO,175,528
BSU13789,ykzQ,75,228
BSUmiscRNA32,bsrB, ,187
BSU08220,yfiC,604,1815
BSU21180,yomY,84,255
new33212213321355c,S1249, ,135
BSU00660,yabT,338,1017
new41597184159789,S1558, ,72
BSU26075,yqbK,466,1401
new837745838076,S263, ,332
BSU14840,ylaN,93,282
BSU40400,walK,611,1836
new20566172057213,S711, ,597
new19170981917430,S658, ,333
BSU29460,moaB,170,513
BSU09959,sscB, , 
new40845904084742c,S1528, ,153
new4767350019c,S25, ,2347
BSUmiscRNA52,c-di-AMPriboswitch, ktrA, BSU_misc_RNA_52
BSU07870,yfkK,71,216
BSU38570,licA,110,333
BSU09370,lytF,488,1467
new22039852204049c,S783, ,65
BSUtRNA52,trnB-Val, ,76
BSU05670,ydgJ,164,495
BSU37089,BSU37089, , 
new29968862997300c,S1113, ,415
BSU13020,ykgA,286,861
BSU34930,hisZ,391,1176
BSU22870,fni,349,1050
new20412282041329c,S700, ,102
BSU12250,yjkB,250,753
new15224791523083c,S528, ,605
BSU36840,atpH,181,546
BSU32710,sufC,261,786
BSU31600,mrpA,774,2325
new16741541674258,S580, ,105
new39519383952042,S1479, ,105
BSU12875,BSU12875, , 
BSU27140,oatA,634,1905
new10451991045317,S341, ,119
BSU32030,yuiG,200,603
BSUmiscRNA16,YkkCriboswitch, , 
BSU23930,yqjC,140,423
BSU09700,bmrB,53,162
BSU35270,cccB,112,339
BSU22250,yppG,125,378
